학원명,학원주소,설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
장안HB영수학원,"서울특별시 동대문구 천호대로91길 83 , 2층 일부 (장안동)",이현진,02-2212-2288,보습,중등수학,10,1개월 0일,"1,260","200,000",0,0,0,0,0,0,0,"200,000",2
장안HB영수학원,"서울특별시 동대문구 천호대로91길 83 , 2층 일부 (장안동)",이현진,02-2212-2288,보습,초등수학,10,1개월 0일,"1,260","200,000",0,0,0,0,0,0,0,"200,000",2
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,초등수학,16,1개월 0일,924,"120,000","10,000",0,0,0,0,0,"10,000","130,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,초등수학,16,1개월 0일,"1,848","260,000","10,000",0,0,0,0,0,"10,000","270,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,초등수학,16,1개월 0일,"1,386","190,000","10,000",0,0,0,0,0,"10,000","200,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,초등수학,16,1개월 0일,"2,079","310,000","10,000",0,0,0,0,0,"10,000","320,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,중등수학,16,1개월 0일,"2,079","370,000","10,000",0,0,0,0,0,"10,000","380,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,중등수학,16,1개월 0일,"1,617","270,000","10,000",0,0,0,0,0,"10,000","280,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,중등수학,16,1개월 0일,"2,772","420,000","10,000",0,0,0,0,0,"10,000","430,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,고등수학,16,1개월 0일,"2,772","440,000","10,000",0,0,0,0,0,"10,000","450,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,고등수학,16,1개월 0일,"2,079","370,000","10,000",0,0,0,0,0,"10,000","380,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,고등수학,16,1개월 0일,"1,848","320,000","10,000",0,0,0,0,0,"10,000","330,000",14
중랑올림피아드학원,"서울특별시 중랑구 용마산로115길 108 , 6층 (망우동)",(주)올림피아드교육,02-437-3200,보습,고등수학,16,1개월 0일,"1,617","300,000","10,000",0,0,0,0,0,"10,000","310,000",14
SKY해법수학학원,"서울특별시 중랑구 신내로 51 , 상가동 203-1호, 207호 (신내동,성원아파트)",윤연정,02-3421-1330,보습,초등수학,44,1개월 0일,"1,260","135,000",0,0,0,0,0,0,0,"135,000",2
SKY해법수학학원,"서울특별시 중랑구 신내로 51 , 상가동 203-1호, 207호 (신내동,성원아파트)",윤연정,02-3421-1330,보습,중등수학,44,1개월 0일,"1,470","175,000",0,0,0,0,0,0,0,"175,000",2
신사고플러스학원,서울특별시 중랑구 사가정로 361  2층 (면목동),김지연,02-6497-8268,보습,"중등영어,수학",10,1개월 0일,"2,268","220,000",0,0,0,0,0,0,0,"220,000",3
신사고플러스학원,서울특별시 중랑구 사가정로 361  2층 (면목동),김지연,02-6497-8268,보습,중등수학,10,1개월 0일,"1,134","120,000",0,0,0,0,0,0,0,"120,000",3
신사고플러스학원,서울특별시 중랑구 사가정로 361  2층 (면목동),김지연,02-6497-8268,보습,"고등영어,수학",15,1개월 0일,"2,772","300,000",0,0,0,0,0,0,0,"300,000",3
신사고플러스학원,서울특별시 중랑구 사가정로 361  2층 (면목동),김지연,02-6497-8268,보습,고등수학,10,1개월 0일,"1,638","180,000",0,0,0,0,0,0,0,"180,000",3
A플러스영수전문학원,"서울특별시 동대문구 한천로46길 56-4 , 401호 (장안동)",허현정,02-3394-8254,보습,초등수학,16,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",3
A플러스영수전문학원,"서울특별시 동대문구 한천로46길 56-4 , 401호 (장안동)",허현정,02-3394-8254,보습,중등수학,16,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",3
A플러스영수전문학원,"서울특별시 동대문구 한천로46길 56-4 , 401호 (장안동)",허현정,02-3394-8254,보습,고등수학,16,1개월 0일,"1,890","300,000",0,0,0,0,0,0,0,"300,000",3
이곳이수학의메카다매쓰메카학원,"서울특별시 동대문구 장한로28가길 45 , 2층 (장안동,희헌빌딩)",황정윤,02-2215-1613,보습,고등수학1,20,1개월 0일,"1,764","350,000",0,0,0,0,0,0,0,"350,000",13
이곳이수학의메카다매쓰메카학원,"서울특별시 동대문구 장한로28가길 45 , 2층 (장안동,희헌빌딩)",황정윤,02-2215-1613,보습,중등수학1,20,1개월 0일,"1,554","280,000",0,0,0,0,0,0,0,"280,000",13
이곳이수학의메카다매쓰메카학원,"서울특별시 동대문구 장한로28가길 45 , 2층 (장안동,희헌빌딩)",황정윤,02-2215-1613,보습,중등수학2,20,1개월 0일,"2,352","380,000",0,0,0,0,0,0,0,"380,000",13
이곳이수학의메카다매쓰메카학원,"서울특별시 동대문구 장한로28가길 45 , 2층 (장안동,희헌빌딩)",황정윤,02-2215-1613,보습,"중등수학1,과학",20,1개월 0일,"2,436","400,000",0,0,0,0,0,0,0,"400,000",13
이곳이수학의메카다매쓰메카학원,"서울특별시 동대문구 장한로28가길 45 , 2층 (장안동,희헌빌딩)",황정윤,02-2215-1613,보습,"중등수학2,과학",20,1개월 0일,"3,234","500,000",0,0,0,0,0,0,0,"500,000",13
ETI개념원리자기주도학습학원,서울특별시 중랑구 양원역로 37  경남아파트 상가2층 (망우동),김정아,02-494-9981,보습,초등수학,8,1개월 0일,"1,260","195,300",0,0,0,0,0,0,0,"195,300",7
ETI개념원리자기주도학습학원,서울특별시 중랑구 양원역로 37  경남아파트 상가2층 (망우동),김정아,02-494-9981,보습,중등수학,10,1개월 0일,"1,890","255,150",0,0,0,0,0,0,0,"255,150",7
ETI개념원리자기주도학습학원,서울특별시 중랑구 양원역로 37  경남아파트 상가2층 (망우동),김정아,02-494-9981,보습,고등수학,10,1개월 0일,"2,520","453,600",0,0,0,0,0,0,0,"453,600",7
엄친학원,서울특별시 동대문구 장한로18길 36  4층 (장안동),박미경,02-2215-9945,보습,초등단과(수학),12,1개월 0일,"1,890","200,000",0,0,0,0,0,0,0,"200,000",1
엄친학원,서울특별시 동대문구 장한로18길 36  4층 (장안동),박미경,02-2215-9945,보습,중등단과(수학),12,1개월 0일,"2,268","250,000",0,0,0,0,0,0,0,"250,000",1
엄친학원,서울특별시 동대문구 장한로18길 36  4층 (장안동),박미경,02-2215-9945,보습,고등단과(수학),12,1개월 0일,"2,268","300,000",0,0,0,0,0,0,0,"300,000",1
비법학원,"서울특별시 동대문구 전농로 133 , 3층 (전농동)",김서진,02-2245-0104,보습,중등수학,9,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",1
비법학원,"서울특별시 동대문구 전농로 133 , 3층 (전농동)",김서진,02-2245-0104,보습,고등수학,9,1개월 0일,"1,512","280,000",0,0,0,0,0,0,0,"280,000",1
2C나라수학학원,서울특별시 중랑구 신내로14길 10  3층일부 (신내동),이병근,02-3421-1252,보습,고등수학(1),10,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",2
2C나라수학학원,서울특별시 중랑구 신내로14길 10  3층일부 (신내동),이병근,02-3421-1252,보습,고등수학(2),10,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",2
2C나라수학학원,서울특별시 중랑구 신내로14길 10  3층일부 (신내동),이병근,02-3421-1252,보습,고등수학(3),10,1개월 0일,"2,016","350,000",0,0,0,0,0,0,0,"350,000",2
맥&DK학원,"서울특별시 중랑구 동일로 814 , 2층 일부(좌측) (중화동)",전현철전흥열,02-434-4245,보습,중등수학,15,1개월 0일,"1,512","240,000",0,0,0,0,0,0,0,"240,000",6
맥&DK학원,"서울특별시 중랑구 동일로 814 , 2층 일부(좌측) (중화동)",전현철전흥열,02-434-4245,보습,고등수학,15,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",6
이문GnB영어보습학원,서울특별시 동대문구 신이문로 19-1  2층 (이문동),최현미,02-959-0566,보습,수학(초등),10,1개월 0일,"1,260","170,000",0,0,0,0,0,0,0,"170,000",4
이문GnB영어보습학원,서울특별시 동대문구 신이문로 19-1  2층 (이문동),최현미,02-959-0566,보습,수학(중등),10,1개월 0일,"1,134","200,000",0,0,0,0,0,0,0,"200,000",4
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초중등(수학),3,1개월 0일,336,"33,000",0,0,0,0,0,0,0,"33,000",10
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초중등(러닝수학),3,1개월 0일,336,"22,000",0,0,0,0,0,0,0,"22,000",10
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초중등(사고력수학),3,1개월 0일,336,"35,000",0,0,0,0,0,0,0,"35,000",10
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초중등(러닝사고력수학),3,1개월 0일,336,"22,000",0,0,0,0,0,0,0,"22,000",10
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초둥(스쿨수학),3,1개월 0일,336,"35,000",0,0,0,0,0,0,0,"35,000",10
눈높이러닝센터신내학원,서울특별시 중랑구 봉화산로 194 7층701호(신내동),(주)대교,02-974-4044,보습,초중등(수학공부와락),3,1개월 0일,336,"30,000",0,0,0,0,0,0,0,"30,000",10
해법영어수학학원,서울특별시 중랑구 신내로21길 16 305.307호(묵동),전도연,02-6462-0509,보습,초등수학,10,1개월 0일,"1,155","140,000",0,0,0,0,0,0,0,"140,000",4
해법영어수학학원,서울특별시 중랑구 신내로21길 16 305.307호(묵동),전도연,02-6462-0509,보습,중등수학,5,1개월 0일,"1,155","160,000",0,0,0,0,0,0,0,"160,000",4
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,초등수학(주5),6,1개월 0일,"1,470","160,000",0,0,0,0,0,0,0,"160,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,초등수학(주3),6,1개월 0일,"1,260","130,000",0,0,0,0,0,0,0,"130,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,중등수학(주5),6,1개월 0일,"1,890","230,000",0,0,0,0,0,0,0,"230,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,중등수학(주3),6,1개월 0일,"1,512","180,000",0,0,0,0,0,0,0,"180,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,고등수학(주5),4,1개월 0일,"2,520","300,000",0,0,0,0,0,0,0,"300,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,고등수학(주3),4,1개월 0일,"2,016","230,000",0,0,0,0,0,0,0,"230,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,"초등수학(창의,교구)",6,1개월 0일,378,"40,000",0,0,0,0,0,0,0,"40,000",1
정상수학학원,서울특별시 동대문구 답십리로 311  2층 (장안동),장미옥,02-2216-2771,보습,초등수학(주2),6,1개월 0일,"1,008","100,000",0,0,0,0,0,0,0,"100,000",1
제일학원,"서울특별시 동대문구 왕산로 68 , 4층 (용두동)",김나원,02-930-5757,보습,"고등영어,수학",10,1개월 0일,"3,360","500,000",0,0,0,0,0,0,0,"500,000",6
제일학원,"서울특별시 동대문구 왕산로 68 , 4층 (용두동)",김나원,02-930-5757,보습,고등수학단과,10,1개월 0일,"1,680","300,000",0,0,0,0,0,0,0,"300,000",6
카이스트에듀학원,서울특별시 중랑구 동일로101길 56  2층 (면목동),양승현,02-6402-5596,보습,"초등1~3 단과(수학, 과학,영어 택1)",6,1개월 0일,"1,134","150,000",0,0,0,0,0,0,0,"150,000",3
카이스트에듀학원,서울특별시 중랑구 동일로101길 56  2층 (면목동),양승현,02-6402-5596,보습,"초등4~6 단과(수학, 과학,영어 택1)",6,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",3
카이스트에듀학원,서울특별시 중랑구 동일로101길 56  2층 (면목동),양승현,02-6402-5596,보습,"중등 단과( 수학,과학,영어 택1)",6,1개월 0일,"2,016","250,000",0,0,0,0,0,0,0,"250,000",3
카이스트에듀학원,서울특별시 중랑구 동일로101길 56  2층 (면목동),양승현,02-6402-5596,보습,"중등종합수학,과학,영어",6,1개월 0일,"2,520","450,000",0,0,0,0,0,0,0,"450,000",3
카이스트에듀학원,서울특별시 중랑구 동일로101길 56  2층 (면목동),양승현,02-6402-5596,보습,"고등 단과( 수학,과학,영어 택1)",6,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",3
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,초등수학,8,1개월 0일,"1,260","140,000",0,0,0,0,0,0,0,"140,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,초등수학논술,5,1개월 0일,"1,764","234,000",0,0,0,0,0,0,0,"234,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,"초등 수학, 국어,사회, 과학",5,1개월 0일,"2,016","230,000",0,0,0,0,0,0,0,"230,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,중등수학,8,1개월 0일,"1,575","190,000",0,0,0,0,0,0,0,"190,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,중등수학,8,1개월 0일,"1,890","250,000",0,0,0,0,0,0,0,"250,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,고등수학,4,1개월 0일,"1,260","250,000",0,0,0,0,0,0,0,"250,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,고등수학,4,1개월 0일,"1,575","310,000",0,0,0,0,0,0,0,"310,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,"중등수학,논술",5,1개월 0일,"2,079","290,000",0,0,0,0,0,0,0,"290,000",4
탑e해법수학학원,서울특별시 중랑구 동일로 490  3층 (면목동),이윤선,02-433-1109,보습,고등수학,4,1개월 0일,"1,890","350,000",0,0,0,0,0,0,0,"350,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,초등수학(A),8,1개월 0일,"1,260","150,000",0,0,0,0,0,0,0,"150,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,초등수학(B),8,1개월 0일,"1,512","240,000",0,0,0,0,0,0,0,"240,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,초등수학(C),8,1개월 0일,"2,016","280,000",0,0,0,0,0,0,0,"280,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,초등수학(D),8,1개월 0일,756,"120,000",0,0,0,0,0,0,0,"120,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,중등수학,8,1개월 0일,"1,260","220,000",0,0,0,0,0,0,0,"220,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,중등수학,8,1개월 0일,"1,134","200,000",0,0,0,0,0,0,0,"200,000",4
베리타스학원,서울특별시 동대문구 한천로46길 70-2  2층 (장안동),김경화,02-2212-3439,보습,고등수학,8,1개월 0일,"1,260","250,000",0,0,0,0,0,0,0,"250,000",4
이데아학원,"서울특별시 동대문구 이문로 69 , 3층 (이문동)",박민수,02-933-8656,보습,(중등)수학,8,1개월 0일,"2,268","260,000",0,0,0,0,0,0,0,"260,000",1
이데아학원,"서울특별시 동대문구 이문로 69 , 3층 (이문동)",박민수,02-933-8656,보습,(고등)수학공통,8,1개월 0일,"2,520","330,000",0,0,0,0,0,0,0,"330,000",1
이데아학원,"서울특별시 동대문구 이문로 69 , 3층 (이문동)",박민수,02-933-8656,보습,(고등)수학이과,8,1개월 0일,"3,528","440,000",0,0,0,0,0,0,0,"440,000",1
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,"초등영어,수학(1)",20,1개월 0일,"1,008","150,000",0,0,0,0,0,0,0,"150,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,"초등(영어,수학)2",20,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,"중등수학,영어(1)",20,1개월 0일,"1,512","240,000",0,0,0,0,0,0,0,"240,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,중등수학(2),20,1개월 0일,"1,008","60,000",0,0,0,0,0,0,0,"60,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,중등수학(3),20,1개월 0일,"1,008","80,000",0,0,0,0,0,0,0,"80,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,중등수학(4),20,1개월 0일,"1,008","100,000",0,0,0,0,0,0,0,"100,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,고등수학(1),20,1개월 0일,"2,016","300,000",0,0,0,0,0,0,0,"300,000",6
탑퍼스트학원,"서울특별시 동대문구 답십리로 133 , 3층 (답십리동)",이혜정,02-2213-0558,보습,고등수학(2),20,1개월 0일,"3,024","350,000",0,0,0,0,0,0,0,"350,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,초등(수학),12,1개월 0일,"1,260","201,000",0,0,0,0,0,0,0,"201,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,초등(수학),12,1개월 0일,"1,890","302,000",0,0,0,0,0,0,0,"302,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,중등(수학),12,1개월 0일,"1,260","233,000",0,0,0,0,0,0,0,"233,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,중등(수학),12,1개월 0일,"1,134","209,000",0,0,0,0,0,0,0,"209,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,고등(수학),12,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,초등(수학),12,1개월 0일,"2,520","403,000",0,0,0,0,0,0,0,"403,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,초등(수학),12,1개월 0일,"1,134","181,000",0,0,0,0,0,0,0,"181,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,초등(수학),12,1개월 0일,"1,512","241,000",0,0,0,0,0,0,0,"241,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,중등(수학),12,1개월 0일,"1,512","279,000",0,0,0,0,0,0,0,"279,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,고등(수학),12,1개월 0일,"2,016","401,000",0,0,0,0,0,0,0,"401,000",6
G21학원,"서울특별시 동대문구 고산자로31길 25 , 3층 (용두동)",최경숙,02-957-9494,보습·논술,고등(수학),12,1개월 0일,"2,520","501,000",0,0,0,0,0,0,0,"501,000",6
S.J.Y해법학원,"서울특별시 동대문구 한천로17길 21 , 3층,4층 (답십리동)",손지연,02-2212-6511,보습,초등수학,10,1개월 0일,"1,260","140,000",0,0,0,0,0,0,0,"140,000",2
S.J.Y해법학원,"서울특별시 동대문구 한천로17길 21 , 3층,4층 (답십리동)",손지연,02-2212-6511,보습,중등수학,10,1개월 0일,"1,260","160,000",0,0,0,0,0,0,0,"160,000",2
눈높이러닝센터면목학원,"서울특별시 중랑구 면목로 431 , 3층 (면목동,농협)",(주)대교,02-434-0909,보습,초중등(수학),10,1개월 0일,336,"33,000",0,0,0,0,0,0,0,"33,000",5
눈높이러닝센터면목학원,"서울특별시 중랑구 면목로 431 , 3층 (면목동,농협)",(주)대교,02-434-0909,보습,초중등(사고력수학),10,1개월 0일,336,"35,000",0,0,0,0,0,0,0,"35,000",5
눈높이러닝센터면목학원,"서울특별시 중랑구 면목로 431 , 3층 (면목동,농협)",(주)대교,02-434-0909,보습,초등(스쿨수학),10,1개월 0일,336,"35,000",0,0,0,0,0,0,0,"35,000",5
눈높이러닝센터면목학원,"서울특별시 중랑구 면목로 431 , 3층 (면목동,농협)",(주)대교,02-434-0909,보습,초중등(수학공부와락),10,1개월 0일,336,"30,000",0,0,0,0,0,0,0,"30,000",5
눈높이러닝센터면목학원,"서울특별시 중랑구 면목로 431 , 3층 (면목동,농협)",(주)대교,02-434-0909,보습,summit중등수학,10,1개월 0일,"1,080","120,000",0,0,0,0,0,0,0,"120,000",5
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,초등수학,10,1개월 0일,"1,134","150,000",0,0,0,0,0,0,0,"150,000",4
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,초등수학,10,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",4
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,중등수학,10,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",4
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,중등수학,10,1개월 0일,"1,890","300,000",0,0,0,0,0,0,0,"300,000",4
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,고등수학,10,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",4
최강학원,서울특별시 동대문구 장한로34길 28  2층 (장안동),최금옥,02-2246-2914,보습,고등수학,10,1개월 0일,"1,764","350,000",0,0,0,0,0,0,0,"350,000",4
멘토학원,"서울특별시 동대문구 신이문로 37 , 3층 (이문동)",최연호,070-4069-4649,보습,초등수학단과,10,1개월 0일,"1,440","150,000",0,0,0,0,0,0,0,"150,000",3
멘토학원,"서울특별시 동대문구 신이문로 37 , 3층 (이문동)",최연호,070-4069-4649,보습,중등수학단과,10,1개월 0일,"1,680","200,000",0,0,0,0,0,0,0,"200,000",3
멘토학원,"서울특별시 동대문구 신이문로 37 , 3층 (이문동)",최연호,070-4069-4649,보습,고등수학단과,10,1개월 0일,"1,764","240,000",0,0,0,0,0,0,0,"240,000",3
엠티엠학원,"서울특별시 중랑구 봉화산로 221  동성타워프라자2층211,212,215호 (신내동)",조경이,070-8616-2386,보습,중등수학,6,1개월 0일,"3,024","200,000",0,0,0,0,0,0,0,"200,000",2
엠티엠학원,"서울특별시 중랑구 봉화산로 221  동성타워프라자2층211,212,215호 (신내동)",조경이,070-8616-2386,보습,고등수학,6,1개월 0일,"4,032","300,000",0,0,0,0,0,0,0,"300,000",2
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,초등수학,16,1개월 0일,840,"110,000",0,0,0,0,0,0,0,"110,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,"초등(영어,수학)",16,1개월 0일,"2,520","330,000",0,0,0,0,0,0,0,"330,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,중등수학,16,1개월 0일,840,"110,000",0,0,0,0,0,0,0,"110,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,"중등(영어,수학)",16,1개월 0일,"2,520","350,000",0,0,0,0,0,0,0,"350,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,초등수학,10,1개월 0일,"1,008","150,000",0,0,0,0,0,0,0,"150,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,중등수학,10,1개월 0일,"1,260","200,000",0,0,0,0,0,0,0,"200,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,고등수학,10,1개월 0일,"1,260","250,000",0,0,0,0,0,0,0,"250,000",3
하이클래스학원,서울특별시 중랑구 봉우재로 66  4층 (면목동),강석규,02-493-7505,보습,"고등 (영어,수학)",10,1개월 0일,"2,520","450,000",0,0,0,0,0,0,0,"450,000",3
익스클래스학원,서울특별시 중랑구 신내로14길 13  광백빌딩6층 (신내동),이선희,02-930-7772,보습,"중등부연합(영어,수학)",15,1개월 0일,"3,024","360,000",0,0,0,0,0,0,0,"360,000",2
익스클래스학원,서울특별시 중랑구 신내로14길 13  광백빌딩6층 (신내동),이선희,02-930-7772,보습,"중등부종합(국어,영어,수학,과학)",15,1개월 0일,"3,780","390,000",0,0,0,0,0,0,0,"390,000",2
익스클래스학원,서울특별시 중랑구 신내로14길 13  광백빌딩6층 (신내동),이선희,02-930-7772,보습,"초등부연합(영어,수학)",15,1개월 0일,"1,890","270,000",0,0,0,0,0,0,0,"270,000",2
열린수학학원,서울특별시 동대문구 전농로 124  3층 (전농동),박은정,02-2244-4555,보습,초등수학,8,1개월 0일,"1,134","180,000",0,0,0,0,0,0,0,"180,000",4
열린수학학원,서울특별시 동대문구 전농로 124  3층 (전농동),박은정,02-2244-4555,보습,중등수학,6,1개월 0일,"1,260","220,000",0,0,0,0,0,0,0,"220,000",4
열린수학학원,서울특별시 동대문구 전농로 124  3층 (전농동),박은정,02-2244-4555,보습,중등수학(심화),6,1개월 0일,"1,386","250,000",0,0,0,0,0,0,0,"250,000",4
열린수학학원,서울특별시 동대문구 전농로 124  3층 (전농동),박은정,02-2244-4555,보습,고등수학(일반),6,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",4
